ID,Title,Automatable,Automated,Deprecated TestCase,Priority,Section,Section Depth,Section Description,Section Hierarchy,Suite,Test Sub-type,Type,UI Case
C1495819,Sending Domain Fronting Traffic via Proxy Chaining w/ Hitting Tenant Exception List, Yes,Yes,No,Major (P2),NSProxy (DP),3,,Datapath(SWG) - Taiwan QE > Domain Fronting > Domain Fronting - Per Tenant Exception List > NSProxy (DP),SWG/N4W, Positive test case,Functional, No
C1495820,Sending Domain Fronting Traffic via GRE w/ Hitting Tenant Exception List, Yes,Yes,No,Major (P2),NSProxy (DP),3,,Datapath(SWG) - Taiwan QE > Domain Fronting > Domain Fronting - Per Tenant Exception List > NSProxy (DP),SWG/N4W, Positive test case,Functional, No
C1495821,Sending Domain Fronting Traffic via IPsec w/ Hitting Tenant Exception List, Yes,Yes,No,Major (P2),NSProxy (DP),3,,Datapath(SWG) - Taiwan QE > Domain Fronting > Domain Fronting - Per Tenant Exception List > NSProxy (DP),SWG/N4W, Positive test case,Functional, No
C1495822,Sending Domain Fronting Traffic match SSL Bypass Policy w/o Hitting Tenant Exception List, Yes,Yes,No,Major (P2),NSProxy (DP),3,,Datapath(SWG) - Taiwan QE > Domain Fronting > Domain Fronting - Per Tenant Exception List > NSProxy (DP),SWG/N4W, Positive test case,Functional, No
C1495823,Sending Domain Fronting Traffic match Real-time Block Policy w/o Hitting Tenant Exception List, Yes,Yes,No,Major (P2),NSProxy (DP),3,,Datapath(SWG) - Taiwan QE > Domain Fronting > Domain Fronting - Per Tenant Exception List > NSProxy (DP),SWG/N4W, Positive test case,Functional, No
C1495824,Sending Domain Fronting Traffic match Real-time Allow Policy w/o Hitting Tenant Exception List, Yes,Yes,No,Major (P2),NSProxy (DP),3,,Datapath(SWG) - Taiwan QE > Domain Fronting > Domain Fronting - Per Tenant Exception List > NSProxy (DP),SWG/N4W, Positive test case,Functional, No
C1495825,Restart the Proxy and Check Per Tenant Domain Fronting Exception List Feature Again, Yes,Yes,No,Major (P2),NSProxy (DP),3,,Datapath(SWG) - Taiwan QE > Domain Fronting > Domain Fronting - Per Tenant Exception List > NSProxy (DP),SWG/N4W, Positive test case,Functional, No
C1495826,Sending Domain Fronting Traffic w/ Hitting a Incorrect json Format Tenant Exception List, Yes,Yes,No,Major (P2),NSProxy (DP),3,,Datapath(SWG) - Taiwan QE > Domain Fronting > Domain Fronting - Per Tenant Exception List > NSProxy (DP),SWG/N4W, Negative test case,Functional, No
C1495827,Removing Exception List After the Traffic Hit the List and Pass Through the Proxy (ENG-196823), Yes,Yes,No,Major (P2),NSProxy (DP),3,,Datapath(SWG) - Taiwan QE > Domain Fronting > Domain Fronting - Per Tenant Exception List > NSProxy (DP),SWG/N4W, Negative test case,Functional, No
C1495828,Domain Fronting Exception List with HTTP/2 Request, Yes,Yes,No,Major (P2),NSProxy (DP),3,,Datapath(SWG) - Taiwan QE > Domain Fronting > Domain Fronting - Per Tenant Exception List > NSProxy (DP),SWG/N4W, Positive test case,Functional, No
C1495829,Sending Domain Fronting Traffic (Invalid Host Header Format) to Proxy w/ Hitting Tenant Exception List, Yes,Yes,No,Major (P2),NSProxy (DP),3,,Datapath(SWG) - Taiwan QE > Domain Fronting > Domain Fronting - Per Tenant Exception List > NSProxy (DP),SWG/N4W, Negative test case,Functional, No
C1495830,Sending Bypass Traffic to Check Transaction Event with Domain Fronting Exception, Yes,Yes,No,Major (P2),NSProxy (DP),3,,Datapath(SWG) - Taiwan QE > Domain Fronting > Domain Fronting - Per Tenant Exception List > NSProxy (DP),SWG/N4W, Positive test case,Functional, No
C1495831,Sending Block Traffic to Check Transaction Event with Domain Fronting Exception (w/o Hitting Exception List), Yes,Yes,No,Major (P2),NSProxy (DP),3,,Datapath(SWG) - Taiwan QE > Domain Fronting > Domain Fronting - Per Tenant Exception List > NSProxy (DP),SWG/N4W, Positive test case,Functional, No
C1495832,Sending Block Traffic to Check Transaction Event with Domain Fronting Exception (w/ Hitting Exception List), Yes,Yes,No,Major (P2),NSProxy (DP),3,,Datapath(SWG) - Taiwan QE > Domain Fronting > Domain Fronting - Per Tenant Exception List > NSProxy (DP),SWG/N4W, Positive test case,Functional, No
C1495833,Sending Bypass Traffic to Check Transaction Event without Domain Fronting Exception, Yes,Yes,No,Major (P2),NSProxy (DP),3,,Datapath(SWG) - Taiwan QE > Domain Fronting > Domain Fronting - Per Tenant Exception List > NSProxy (DP),SWG/N4W, Positive test case,Functional, No
C1495834,Sending Block Traffic to Check Transaction Event without Domain Fronting Exception, Yes,Yes,No,Major (P2),NSProxy (DP),3,,Datapath(SWG) - Taiwan QE > Domain Fronting > Domain Fronting - Per Tenant Exception List > NSProxy (DP),SWG/N4W, Positive test case,Functional, No
C1534774,Removing Profile After the Traffic Hit the List and Pass Through the Proxy, Yes,Yes,No,Major (P2),NSProxy (DP),3,,Datapath(SWG) - Taiwan QE > Domain Fronting > Domain Fronting - Per Tenant Exception List > NSProxy (DP),SWG/N4W, Positive test case,Functional, No
C1534775,Removing List After the Traffic Hit the List and Pass Through the Proxy, Yes,Yes,No,Major (P2),NSProxy (DP),3,,Datapath(SWG) - Taiwan QE > Domain Fronting > Domain Fronting - Per Tenant Exception List > NSProxy (DP),SWG/N4W, Positive test case,Functional, No
C1534776,Domain Fronting Exception List with Wildcard, Yes,Yes,No,Major (P2),NSProxy (DP),3,,Datapath(SWG) - Taiwan QE > Domain Fronting > Domain Fronting - Per Tenant Exception List > NSProxy (DP),SWG/N4W, Positive test case,Functional, No
C1534777,Updating Domain Fronting Profile to Add a New URL in the New Generic List, Yes,Yes,No,Major (P2),NSProxy (DP),3,,Datapath(SWG) - Taiwan QE > Domain Fronting > Domain Fronting - Per Tenant Exception List > NSProxy (DP),SWG/N4W, Positive test case,Functional, No
C1534778,Try to Create a great number of Generic List on one Tenant, Yes,Yes,No,Major (P2),NSProxy (DP),3,,Datapath(SWG) - Taiwan QE > Domain Fronting > Domain Fronting - Per Tenant Exception List > NSProxy (DP),SWG/N4W, Positive test case,Functional, No
C1534779,Try to Create a Large Generic List File on one Tenant (>16MB), Yes,Yes,No,Major (P2),NSProxy (DP),3,,Datapath(SWG) - Taiwan QE > Domain Fronting > Domain Fronting - Per Tenant Exception List > NSProxy (DP),SWG/N4W, Negative test case,Functional, No
C1534780,Try to Update the Generic List for 10000 times in 1 minutes, Yes,Yes,No,Major (P2),NSProxy (DP),3,,Datapath(SWG) - Taiwan QE > Domain Fronting > Domain Fronting - Per Tenant Exception List > NSProxy (DP),SWG/N4W, Positive test case,Functional, No
C1534781,Try to Update the Generic List Having Duplicate Name, Yes,Yes,No,Major (P2),NSProxy (DP),3,,Datapath(SWG) - Taiwan QE > Domain Fronting > Domain Fronting - Per Tenant Exception List > NSProxy (DP),SWG/N4W, Positive test case,Functional, No
C1534782,Domain Fronting Exception List with Different URL in the list (Maximum to 250 domain), Yes,Yes,No,Major (P2),NSProxy (DP),3,,Datapath(SWG) - Taiwan QE > Domain Fronting > Domain Fronting - Per Tenant Exception List > NSProxy (DP),SWG/N4W, Positive test case,Functional, No
C1534783,Sending Domain Fronting Traffic (Invalid Host Header Format) to Proxy w/ Hitting Tenant Exception List, Yes,Yes,No,Major (P2),NSProxy (DP),3,,Datapath(SWG) - Taiwan QE > Domain Fronting > Domain Fronting - Per Tenant Exception List > NSProxy (DP),SWG/N4W, Negative test case,Functional, No
C1721452,Client Sends Old Label to Old Proxy, No,No,No,Major (P2),Enhance Device Classification - Custom Device Classification,1,,Datapath(SWG) - Taiwan QE > Enhance Device Classification - Custom Device Classification,SWG/N4W, Positive test case,Functional, No
C1721453,Client Send Customer Label to Old Proxy, No,No,No,Major (P2),Enhance Device Classification - Custom Device Classification,1,,Datapath(SWG) - Taiwan QE > Enhance Device Classification - Custom Device Classification,SWG/N4W, Negative test case,Functional, No
C1721454,Old Policy is Still Workable to New Proxy, No,No,No,Major (P2),Enhance Device Classification - Custom Device Classification,1,,Datapath(SWG) - Taiwan QE > Enhance Device Classification - Custom Device Classification,SWG/N4W, Positive test case,Functional, No
C1721455,New Policy Created with New Label to New Proxy, Yes,Yes,No,Major (P2),Enhance Device Classification - Custom Device Classification,1,,Datapath(SWG) - Taiwan QE > Enhance Device Classification - Custom Device Classification,SWG/N4W, Positive test case,Functional, No
C1721456,Client Will be Denied Once Hit Those Policy Created with New Label, Yes,Yes,No,Major (P2),Enhance Device Classification - Custom Device Classification,1,,Datapath(SWG) - Taiwan QE > Enhance Device Classification - Custom Device Classification,SWG/N4W, Positive test case,Functional, No
C1721457,"Default Labels Will Be Migrated to Custom Device Classification Labels 
with the Same Names", Yes,Yes,No,Major (P2),Enhance Device Classification - Custom Device Classification,1,,Datapath(SWG) - Taiwan QE > Enhance Device Classification - Custom Device Classification,SWG/N4W, Positive test case,Functional, No
C1721458,Customer Can Modified Those Migrated Labels name and Sync to Proxy, Yes,Yes,No,Major (P2),Enhance Device Classification - Custom Device Classification,1,,Datapath(SWG) - Taiwan QE > Enhance Device Classification - Custom Device Classification,SWG/N4W, Positive test case,Functional, No
C1721459,Customer Can Modified Those Migrated Labels name and Sync to Proxy, Yes,Yes,No,Major (P2),Enhance Device Classification - Custom Device Classification,1,,Datapath(SWG) - Taiwan QE > Enhance Device Classification - Custom Device Classification,SWG/N4W, Negative test case,Functional, No
C1721460,Adding Custom Lable to Policy Already Have Default Label, Yes,Yes,No,Major (P2),Enhance Device Classification - Custom Device Classification,1,,Datapath(SWG) - Taiwan QE > Enhance Device Classification - Custom Device Classification,SWG/N4W, Positive test case,Functional, No
C1721461,Adding Multiple Custom Lable to One Policy, Yes,Yes,No,Major (P2),Enhance Device Classification - Custom Device Classification,1,,Datapath(SWG) - Taiwan QE > Enhance Device Classification - Custom Device Classification,SWG/N4W, Positive test case,Functional, No
C1721462,Adding New Schema Validation Checks to DPMgmtSvc, Yes,Yes,No,Major (P2),Enhance Device Classification - Custom Device Classification,1,,Datapath(SWG) - Taiwan QE > Enhance Device Classification - Custom Device Classification,SWG/N4W, Positive test case,Functional, No
C1779787,Verify API /health health check is return correctly, Yes,Yes,Yes,Major (P2),API endpoint /onpremca and /health,2,,Datapath(SWG) - Taiwan QE > Tenantcertservice > API endpoint /onpremca and /health,SWG/N4W, Positive test case,Functional, No
C1779788,Verify API /onpremca/activate activate onpremca for tenant successfully, Yes,Yes,Yes,Major (P2),API endpoint /onpremca and /health,2,,Datapath(SWG) - Taiwan QE > Tenantcertservice > API endpoint /onpremca and /health,SWG/N4W, Positive test case,Functional, No
C1779789,Verify API /onpremca/activate handle empty tenant_id in request body, Yes,Yes,Yes,Major (P2),API endpoint /onpremca and /health,2,,Datapath(SWG) - Taiwan QE > Tenantcertservice > API endpoint /onpremca and /health,SWG/N4W, Negative test case,Functional, No
C1779790,Verify API /onpremca/activate handle empty orgkey in request body, Yes,Yes,Yes,Major (P2),API endpoint /onpremca and /health,2,,Datapath(SWG) - Taiwan QE > Tenantcertservice > API endpoint /onpremca and /health,SWG/N4W, Negative test case,Functional, No
C1779791,Verify API /onpremca/activate handle invalid cacert in request body, Yes,Yes,Yes,Major (P2),API endpoint /onpremca and /health,2,,Datapath(SWG) - Taiwan QE > Tenantcertservice > API endpoint /onpremca and /health,SWG/N4W, Negative test case,Functional, No
C1779792,Verify API /onpremca/activate handle empty cacert in request body, Yes,Yes,Yes,Major (P2),API endpoint /onpremca and /health,2,,Datapath(SWG) - Taiwan QE > Tenantcertservice > API endpoint /onpremca and /health,SWG/N4W, Negative test case,Functional, No
C1779793,Verify API /onpremca/activate handle missing cacert in request body, Yes,Yes,Yes,Major (P2),API endpoint /onpremca and /health,2,,Datapath(SWG) - Taiwan QE > Tenantcertservice > API endpoint /onpremca and /health,SWG/N4W, Negative test case,Functional, No
C1779794,Verify API /onpremca/activate handle invalid cachain in request body, Yes,Yes,Yes,Major (P2),API endpoint /onpremca and /health,2,,Datapath(SWG) - Taiwan QE > Tenantcertservice > API endpoint /onpremca and /health,SWG/N4W, Negative test case,Functional, No
C1779795,Verify API /onpremca/activate handle empty cacertkey-kmip-keyname in request body, Yes,Yes,Yes,Major (P2),API endpoint /onpremca and /health,2,,Datapath(SWG) - Taiwan QE > Tenantcertservice > API endpoint /onpremca and /health,SWG/N4W, Negative test case,Functional, No
C1779797,Verify API /onpremca/activate handle wrong cacertkey-kmip-keyname in request body, Yes,Yes,Yes,Major (P2),API endpoint /onpremca and /health,2,,Datapath(SWG) - Taiwan QE > Tenantcertservice > API endpoint /onpremca and /health,SWG/N4W, Negative test case,Functional, No
C1779798,Verify API /onpremca/activate handle missing mode in request body, Yes,Yes,Yes,Major (P2),API endpoint /onpremca and /health,2,,Datapath(SWG) - Taiwan QE > Tenantcertservice > API endpoint /onpremca and /health,SWG/N4W, Negative test case,Functional, No
C1779799,Verify API /onpremca/activate handle wrong mode in request body (potential bug), Yes,Yes,Yes,Major (P2),API endpoint /onpremca and /health,2,,Datapath(SWG) - Taiwan QE > Tenantcertservice > API endpoint /onpremca and /health,SWG/N4W, Negative test case,Functional, No
C1779800,Verify API /onpremca/activate handle empty kmipservername in request body, Yes,Yes,Yes,Major (P2),API endpoint /onpremca and /health,2,,Datapath(SWG) - Taiwan QE > Tenantcertservice > API endpoint /onpremca and /health,SWG/N4W, Negative test case,Functional, No
C1779801,Verify API /onpremca/activate handle invalid kmipservername cert pem in request body, Yes,Yes,Yes,Major (P2),API endpoint /onpremca and /health,2,,Datapath(SWG) - Taiwan QE > Tenantcertservice > API endpoint /onpremca and /health,SWG/N4W, Negative test case,Functional, No
C1779802,Verify API /onpremca/activate handle empty kmip host in request body, Yes,Yes,Yes,Major (P2),API endpoint /onpremca and /health,2,,Datapath(SWG) - Taiwan QE > Tenantcertservice > API endpoint /onpremca and /health,SWG/N4W, Negative test case,Functional, No
C1779803,Verify API /onpremca/activate handle wrong kmipserver host in request body, Yes,Yes,Yes,Major (P2),API endpoint /onpremca and /health,2,,Datapath(SWG) - Taiwan QE > Tenantcertservice > API endpoint /onpremca and /health,SWG/N4W, Negative test case,Functional, No
C1779804,Verify API /onpremca/activate handle wrong kmip port in request body, Yes,Yes,Yes,Major (P2),API endpoint /onpremca and /health,2,,Datapath(SWG) - Taiwan QE > Tenantcertservice > API endpoint /onpremca and /health,SWG/N4W, Negative test case,Functional, No
C1779805,Verify API /onpremca/activate handle missing kmip port in request body, Yes,Yes,Yes,Major (P2),API endpoint /onpremca and /health,2,,Datapath(SWG) - Taiwan QE > Tenantcertservice > API endpoint /onpremca and /health,SWG/N4W, Negative test case,Functional, No
C1779806,Verify API /ca/sign/inlineca sign a certificate with a issuer_purpose On Premise CA using a valid CSR, Yes,Yes,Yes,Major (P2),API endpoint /onpremca and /health,2,,Datapath(SWG) - Taiwan QE > Tenantcertservice > API endpoint /onpremca and /health,SWG/N4W, Positive test case,Functional, No
C1779807,Verify API /onpremca/deactivate deactivate onpremca for tenant successfully, No,No,Yes,Major (P2),API endpoint /onpremca and /health,2,,Datapath(SWG) - Taiwan QE > Tenantcertservice > API endpoint /onpremca and /health,SWG/N4W, Positive test case,Functional, No
C1779923,Verify UCIDownlder could be enable by feature flag, Yes,Yes,No,Major (P2),Reduce UCI score update time with GCS,2,NPLAN-1275 - Improve SWG UCI latency - Reduce UCI score update time in NSProxy,Datapath(SWG) - Taiwan QE > DPUCIScoreDownloader > Reduce UCI score update time with GCS,SWG/N4W, Positive test case,Functional, No
C1779924,Verify UCIDownlder could be disable by feature flag, Yes,Yes,No,Major (P2),Reduce UCI score update time with GCS,2,NPLAN-1275 - Improve SWG UCI latency - Reduce UCI score update time in NSProxy,Datapath(SWG) - Taiwan QE > DPUCIScoreDownloader > Reduce UCI score update time with GCS,SWG/N4W, Positive test case,Functional, No
C1779925,Verify that the UCI score is updated through GCP flow, Yes,Yes,No,Major (P2),Reduce UCI score update time with GCS,2,NPLAN-1275 - Improve SWG UCI latency - Reduce UCI score update time in NSProxy,Datapath(SWG) - Taiwan QE > DPUCIScoreDownloader > Reduce UCI score update time with GCS,SWG/N4W, Positive test case,Functional, No
C1779926,Verify that the UCI score is updated every 10 mins, No,No,No,Major (P2),Reduce UCI score update time with GCS,2,NPLAN-1275 - Improve SWG UCI latency - Reduce UCI score update time in NSProxy,Datapath(SWG) - Taiwan QE > DPUCIScoreDownloader > Reduce UCI score update time with GCS,SWG/N4W, Positive test case,Functional, No
C1779927,Verify that UCIDownloader service is running on each NSProxy node., No,No,No,Major (P2),Reduce UCI score update time with GCS,2,NPLAN-1275 - Improve SWG UCI latency - Reduce UCI score update time in NSProxy,Datapath(SWG) - Taiwan QE > DPUCIScoreDownloader > Reduce UCI score update time with GCS,SWG/N4W, Positive test case,Integration, No
C1779928,Verify UCIDownloader service is able to sync UCI scores from 12 GCS of MP., No,No,Yes,Major (P2),Reduce UCI score update time with GCS,2,NPLAN-1275 - Improve SWG UCI latency - Reduce UCI score update time in NSProxy,Datapath(SWG) - Taiwan QE > DPUCIScoreDownloader > Reduce UCI score update time with GCS,SWG/N4W, Positive test case,Integration, No
C1779929,Verify that UCIDownloader service is able to sync UCI scores from multiple GCS, Yes,Yes,No,Major (P2),Reduce UCI score update time with GCS,2,NPLAN-1275 - Improve SWG UCI latency - Reduce UCI score update time in NSProxy,Datapath(SWG) - Taiwan QE > DPUCIScoreDownloader > Reduce UCI score update time with GCS,SWG/N4W, Positive test case,Functional, No
C1779930,Verify UCIDownloader service can handle failures in 1 of the GCS of MP and continue syncing from other GCS of MP., No,No,No,Major (P2),Reduce UCI score update time with GCS,2,NPLAN-1275 - Improve SWG UCI latency - Reduce UCI score update time in NSProxy,Datapath(SWG) - Taiwan QE > DPUCIScoreDownloader > Reduce UCI score update time with GCS,SWG/N4W, Negative test case,Functional, No
